Horodateur,De quel streamer as-tu suivi la saison en majorité ?,"1 - Héros de la saison

Un joueur reconnu pour son intégrité et son honneur, bien qu'il soit prêt à quelques mensonges pour gagner. Il veut porter la saison vers le haut.","2 - Vilain de la saison

Un joueur prêt à tout pour gagner, même les manigances les plus maléfiques. Mensonges, trahisons et manipulation sont ses mots fétiches.","3 - Best Prémerge

Une personne qui a été éliminé en pre-merge (de 11ème à 18ème) qui vous a particulièrement marquée, que ça soit par son jeu ou juste par simple fait que vous l'appréciez beaucoup !","4 - Mérite de revenir

Le joueur qui devrait ABSOLUMENT avoir une seconde chance car il n'a pas eu le temps de montrer tout ce qu'il avait dans le ventre ou alors que vous l'avez juste adoré et que vous voulez revoir ses prouesses.","5 - Surprise de la saison

Le joueur qui vous a le plus surpris. Au début de la saison, vous vous dites que X n'allait pas faire grand chose/n'allait pas tenir longtemps, et au final, il a accompli bien plus que vous le pensiez !","6 - Best Stratège

Celui qui a fait le plus de stratégies, aussi bien de façon ouverte que dans le dos des gens. Il veut contrôler son destin à 100%, mais aussi celui des autres ...","7 - Best Social

Celui qui a réussi à nouer de nombreuses relations avec les personnes sur le campement. Il veut peut-être avoir beaucoup d'alliances, ou peut tout justement bien s'entendre avec tout le monde par son enthousiasme !","8 - Best Conseil

Quel a été le meilleur conseil de la saison, le plus marquant ? Celui qui a été éliminé à ce conseil emporte cet award ... c'est un bon compromis, non ?","9 - Challenge Beast

Qui est le joueur ayant le plus dominé sur les épreuves lors de la saison ?","10 - Best alliance

Quelle était la meilleure alliance (au moins 3 personnes)
Il y a différentes propositions, mais vous êtes libres d'ajouter une autre alliance, merci de respecter la syntaxe suivante : 
[Pseudo1]/[Pseudo2]/[Pseudo3]/...","11 - Best Rivalité

2 personnes qui ne peuvent pas se saquer ! Il y a différentes propositions, mais vous êtes libres d'ajouter un autre duo, merci de respecter la syntaxe suivante :
[Pseudo1]/[Pseudo2])","12 - Best Duo

Le duo qui a marqué la saison ! Il y a différentes propositions, mais vous êtes libres d'ajouter un autre duo, merci de respecter la syntaxe suivante : 
[Pseudo1]/[Pseudo2]","13 - Best Avantage Play

Quel avantage a été le mieux joué selon vous, et a le plus retourné le jeu en la faveur de la personne ?","14 - Worst Avantage Play

A contrario, quel avantage a été le moins bien joué dans la saison ?","15 - Best move

Quel move (pas forcément avec un avantage) a été réalisé cette saison et que vous avez préféré ?","16 - Fan Favorite

Quel a été le joueur que vous avez globalement adoré, peu importe les critères.
LE joueur parmi les joueurs !","17 - Meme de la saison

Le meme de la saison. Une chose drôle à laquelle on pense DIRECTEMENT quand on parle de la S21 !",Si vous devriez mettre une note à la saison ...,(Si vous voulez mettre un petit commentaire sur la saison)
22/03/2025 19:07:22,Laupok,11 - Laupok,15 - Martin (Ponk),15 - Martin (Ponk),15 - Martin (Ponk),11 - Laupok,? - Mathox,? - Julgane,10 - DemaZelle,? - Mathox,Guill/Jimmy/Julgane/Laupok,Laupok/Martin,DemaZelle/Laupok,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Les verts ont tout perdu,17/20,"Saison incroyable à suivre, j’ai vraiment vécu la saison de toute mon âme. Un grand bravo au staff, vous avez fais un taff de fou, les épreuves étaient vraiment bien et variées même si certaines avantageais un peu trop les ""pros"" du jeu. 
Un grand merci a vous vous m’avez fais vivre un truc de fou, vous m’avez offert un refuge dans une période où je n’allais vrmt pas bien, Merci

PS: par pitié refaites une saison 2 avec streamer (et réinviter Laurin et Martin for pity) "
22/03/2025 19:07:29,Jimmy,8 - Jimmy,6 - Flannou,13 - Lapin,13 - Lapin,? - Humility,6 - Flannou,5 - Lvcyd,8 - Jimmy,8 - Jimmy,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),8 - Jimmy,Les Hwasan développent une addiction aux croissants,14/20,"Tres bonne serie/saison, juste dommage les episodes sans confort(ou un confort sans reel impact) pour aider les joueurs qui etait sur la liste des personnes a eliminée. Que les precedent eliminés est une chance de revenir dans l'aventure pour rebattre les cartes ou meme de clear les avantages au moment de la reunification pour redonner une chance a certain qui aurait peut merité de continuer."
22/03/2025 19:07:34,Guill,? - Humility,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),6 - Flannou,? - Mathox,? - Mathox,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Mathox/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),Laupok fait un gros blindside sur Ponk (F15),? - Julgane,Mathox qui construit son Harem,16/20,"Superbe série, super orga, des épreuves au top malgré qu'elles soient toutes gagné par Mathox. Si une autre saison est organisé je souhaiterai voir des joueurs plus stratégiques "
22/03/2025 19:07:42,Mathox,7 - Guill,? - Mathox,12 - Kao,12 - Kao,5 - Lvcyd,? - Mathox,? - Julgane,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Laupok/Martin,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),5 - Lvcyd,Lvcyd qui vole tout sur les épreuves,20/20,
22/03/2025 19:07:46,Jimmy,8 - Jimmy,6 - Flannou,15 - Martin (Ponk),15 - Martin (Ponk),11 - Laupok,5 - Lvcyd,7 - Guill,8 - Jimmy,13 - Lapin,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),8 - Jimmy,Les Hwasan développent une addiction aux croissants,18/20,
22/03/2025 19:07:46,Lvcyd,? - Mathox,7 - Guill,,5 - Lvcyd,5 - Lvcyd,? - Mathox,5 - Lvcyd,5 - Lvcyd,? - Mathox,Mathox/Lvcyd/Flannou,Mathox/Guill,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),,L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),5 - Lvcyd,Lvcyd qui vole tout sur les épreuves,17/20,"Trop cool mais le comportement de Humility a tout gâché. Faire la gueule et tenir des propos déplacé, en plus de faire tenir une vengence personnel sur le long terme etait tres immature et a mis un coup de froid sur la fin de la saison. "
22/03/2025 19:07:59,Commu Survisland,5 - Lvcyd,? - Mathox,15 - Martin (Ponk),10 - DemaZelle,? - Anaee,? - Mathox,? - Mathox,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Guill,Clem/DemaZelle,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Anaee,Kao et ses vannes sur tout (notamment les champignons),14/20,
22/03/2025 19:08:30,Mathox,6 - Flannou,11 - Laupok,12 - Kao,? - Mathox,6 - Flannou,? - Mathox,5 - Lvcyd,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Mathox/Guill,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Julgane qui a passé sa vie à random.org au lieu de créer du content,16/20,Dommage pour le content que le F6 se joue sur du random
22/03/2025 19:08:30,Guill,7 - Guill,? - Mathox,16 - Sundae,16 - Sundae,11 - Laupok,7 - Guill,7 - Guill,10 - DemaZelle,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),11 - Laupok,Mathox qui construit son Harem,18/20,
22/03/2025 19:08:30,Guill,7 - Guill,11 - Laupok,15 - Martin (Ponk),15 - Martin (Ponk),11 - Laupok,11 - Laupok,7 - Guill,15 - Martin (Ponk),7 - Guill,Anaee/Julgane/Guill/Jimmy,Laupok/Martin,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),7 - Guill,Mathox qui construit son Harem,17/20,
22/03/2025 19:24:51,Commu Survisland,? - Mathox,11 - Laupok,17 - Gomart,15 - Martin (Ponk),5 - Lvcyd,6 - Flannou,? - Humility,6 - Flannou,? - Mathox,Mathox/Kao/Clem/Lucyd,Mathox/Guill,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),? - Anaee,Les Hwasan développent une addiction aux croissants,14/20,
22/03/2025 19:08:37,Mathox,? - Mathox,11 - Laupok,12 - Kao,7 - Guill,? - Humility,? - Mathox,? - Julgane,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou,Flannou/Guill,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Mathox qui construit son Harem,18/20,C'était génial merci du content
22/03/2025 19:08:39,Guill,7 - Guill,11 - Laupok,16 - Sundae,16 - Sundae,5 - Lvcyd,6 - Flannou,? - Mathox,7 - Guill,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),7 - Guill,Mathox qui construit son Harem,18/20,
22/03/2025 19:08:47,Guill,7 - Guill,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),5 - Lvcyd,? - Mathox,5 - Lvcyd,8 - Jimmy,? - Mathox,Anaee/Julgane/Guill/Jimmy,Mathox/Guill,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),7 - Guill,Les verts ont tout perdu,17/20,
22/03/2025 19:08:47,Guill,? - Julgane,11 - Laupok,13 - Lapin,15 - Martin (Ponk),? - Anaee,? - Mathox,5 - Lvcyd,9 - Clem (ThatDanmGirl),? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Julgane,Lvcyd qui vole tout sur les épreuves,18/20,"C'était incroyable, ça a jamais été ennuyant et j'ai trouvé les épreuves très diversifiées. Merci beaucoup pour ces sensations !"
22/03/2025 19:09:00,Guill,? - Mathox,15 - Martin (Ponk),12 - Kao,10 - DemaZelle,? - Humility,? - Mathox,? - Mathox,10 - DemaZelle,? - Mathox,Guill/Jimmy/Julgane/Laupok/Humility,Laupok/Martin,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Julgane,Julgane qui a passé sa vie à random.org au lieu de créer du content,19/20,
22/03/2025 19:09:04,Jimmy,8 - Jimmy,6 - Flannou,15 - Martin (Ponk),8 - Jimmy,11 - Laupok,? - Mathox,? - Julgane,10 - DemaZelle,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",8 - Jimmy,Les Hwasan qui se croyaient en mode arche de Noé ,14/20,"J'ai surtout suivis le point de vue de Jimmy, donc difficile à dire dans la globalité, mais de ce que j'en ai vu, très sympa! C'était bien divertissant, peut être juste peu d'exploitation de l'aspect 'construction de camp, gestion de nourriture' qui pourrait avoir plus d'impact dans le jeu, mais ça ne semble pas simple à mettre en place"
22/03/2025 19:09:05,Mathox,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),7 - Guill,? - Julgane,? - Mathox,? - Mathox,7 - Guill,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Lvcyd qui vole tout sur les épreuves,15/20,
22/03/2025 19:09:14,Guill,7 - Guill,? - Mathox,17 - Gomart,11 - Laupok,? - Humility,? - Mathox,7 - Guill,7 - Guill,? - Mathox,Mathox/Kao/Clem/Lucyd,Flannou/Jimmy,Guill/Laupok,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Anaee,Kao et ses vannes sur tout (notamment les champignons),19/20,"La première saison que je regarde, j'étais captivé du début à la fin, j'en ai fait des nuits blanches a cogités pour d'éventuels trahisons mdrr mais c'était juste excellent, merci <3"
22/03/2025 19:09:30,Guill,? - Julgane,? - Mathox,16 - Sundae,5 - Lvcyd,? - Anaee,7 - Guill,5 - Lvcyd,8 - Jimmy,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Humility/Guill,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Julgane,Kao et ses vannes sur tout (notamment les champignons),18/20,"Bonjour, je trouve que cette série minecraft est vraiment incroyable, belle organisation. Bravo à tout l'équipe de Survivor. "
22/03/2025 19:09:28,Mathox,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),18 - Cizayoxy,? - Julgane,8 - Jimmy,7 - Guill,17 - Gomart,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Laupok/Martin,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Mathox,Les verts ont tout perdu,20/20,J'ai adoré VIVE MATHOX
22/03/2025 19:09:33,Laupok,7 - Guill,? - Mathox,17 - Gomart,11 - Laupok,? - Mathox,7 - Guill,? - Humility,10 - DemaZelle,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Laupok/Martin,Clem/DemaZelle,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",11 - Laupok,Lvcyd qui vole tout sur les épreuves,16/20,"C etait vraiment incroyable, je ne regarde pas trop de vidéos minecraft disons ca faisait longtemps que je n'en avais pas regardé. j ai regarde la rediff de gomart en m attendant à rien et finalement je suis tombée amoureuse de la série. ca nous permets de rencontrer de nouveaux createurs. de plus c est la premiere fois que je ressens autant d emotions ! que ca soit des pleures de la joie de la colere. petits bemoles sur le fait qu il y ait beaucoup de colliers et beaucoup de haine dans les tchats. puis aussi j etais d accord sur le fait que des epreuves etaient vrmt complexes pour des debutants bien qu a la fin y ait eu de l amelioration avec des explications et des tips plus approfondit. je tenais a remercier Guill le staff et toutes les personnes ayant participe a la confection ainsi qu aux participants c etait incroyable !! j espere qu il y aura une prochaine saison si c est possible !! :)"
22/03/2025 19:09:38,Guill,? - Julgane,? - Mathox,15 - Martin (Ponk),11 - Laupok,? - Anaee,7 - Guill,? - Mathox,6 - Flannou,? - Mathox,Guill/Jimmy/Humility/Julgane/Laupok,Flannou/Guill,Guill/Jimmy,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",11 - Laupok,Laupok et ses blagues sur Jordan Bardella,18/20,Masterclass
22/03/2025 19:09:44,Jimmy,7 - Guill,6 - Flannou,15 - Martin (Ponk),8 - Jimmy,8 - Jimmy,7 - Guill,? - Mathox,8 - Jimmy,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",8 - Jimmy,Les Hwasan développent une addiction aux croissants,20/20,
22/03/2025 19:09:52,Guill,? - Humility,? - Mathox,15 - Martin (Ponk),11 - Laupok,? - Humility,? - Mathox,7 - Guill,11 - Laupok,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Guill/Jimmy,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",11 - Laupok,Les verts ont tout perdu,14/20,
22/03/2025 19:10:01,Jimmy,5 - Lvcyd,? - Mathox,13 - Lapin,13 - Lapin,? - Humility,? - Mathox,7 - Guill,8 - Jimmy,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Lvcyd/Flannou,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),,,Maracas,15/20,"Merci le staff, pour votre temps, votre taff de qualité, ct un vrai plaisir en tant que viewer ! o7 les BG"
22/03/2025 19:10:03,Guill,7 - Guill,11 - Laupok,15 - Martin (Ponk),7 - Guill,? - Humility,? - Mathox,? - Mathox,10 - DemaZelle,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",7 - Guill,Mathox qui construit son Harem,15/20,
22/03/2025 19:54:27,Commu Survisland,7 - Guill,? - Mathox,12 - Kao,15 - Martin (Ponk),? - Humility,? - Mathox,? - Mathox,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Mathox qui construit son Harem,16/20,
22/03/2025 19:10:27,Jimmy,7 - Guill,? - Mathox,15 - Martin (Ponk),7 - Guill,11 - Laupok,? - Mathox,7 - Guill,7 - Guill,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Guill/Jimmy,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),7 - Guill,Les Hwasan développent une addiction aux croissants,17/20,
22/03/2025 19:10:30,Guill,6 - Flannou,? - Mathox,17 - Gomart,7 - Guill,? - Anaee,7 - Guill,? - Mathox,7 - Guill,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Mathox/Lvcyd,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F8),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Mathox qui construit son Harem,19/20,franchement c'était kiffant de fou a regarder gros GG au staff
22/03/2025 19:11:29,Guill,? - Humility,6 - Flannou,12 - Kao,13 - Lapin,5 - Lvcyd,? - Mathox,? - Humility,11 - Laupok,? - Mathox,Guill/Jimmy/Julgane/Laupok,Mathox/Guill,Humility/Guill,Lvcyd joue son extra-vote sur Jimmy (F10),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",7 - Guill,Kao et ses vannes sur tout (notamment les champignons),19/20,
22/03/2025 19:11:31,Lvcyd,13 - Lapin,7 - Guill,13 - Lapin,5 - Lvcyd,5 - Lvcyd,7 - Guill,? - Mathox,5 - Lvcyd,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Guill,Lvcyd/Flannou,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F8),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),5 - Lvcyd,Les verts ont tout perdu,18/20,Merci d'avoir organiser cette saison et d'hâte de voir d'autre dans le futur
22/03/2025 19:11:33,Laupok,,,15 - Martin (Ponk),11 - Laupok,? - Humility,,? - Humility,15 - Martin (Ponk),? - Mathox,,Laupok/Martin,Humility/Guill,,,Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,,,
22/03/2025 19:11:45,Guill,8 - Jimmy,? - Mathox,17 - Gomart,11 - Laupok,? - Humility,11 - Laupok,? - Humility,11 - Laupok,? - Mathox,guil/Humility/Jimmy,Flannou/Jimmy,Guill/Jimmy,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),guil qui cache des faux avantage,11 - Laupok,guil qui cache des faux colier partout,20/20,
22/03/2025 19:12:34,Mathox,7 - Guill,16 - Sundae,17 - Gomart,9 - Clem (ThatDanmGirl),? - Mathox,? - Mathox,5 - Lvcyd,5 - Lvcyd,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Guill,Lvcyd/Clem,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Lvcyd qui vole tout sur les épreuves,19/20,"Je peux malheureusement pas mettre 20/20 à cause des problèmes d’ambiance qui était présent vers la fin mais sans ça, la saison serait un 20/20. Bravo à tous et à toutes et force à ceux qui sont parti avec des regrets ou qui ont était profondément impacté par le jeu."
22/03/2025 19:12:41,Julgane,8 - Jimmy,? - Mathox,13 - Lapin,15 - Martin (Ponk),,? - Mathox,? - Humility,10 - DemaZelle,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Anaee/Julgane,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Julgane,Julgane qui a passé sa vie à random.org au lieu de créer du content,17/20,Bonne chance Julgane
22/03/2025 19:12:56,Jimmy,8 - Jimmy,6 - Flannou,15 - Martin (Ponk),8 - Jimmy,? - Anaee,7 - Guill,8 - Jimmy,13 - Lapin,? - Mathox,Anaee/Julgane/Guill/Jimmy,Mathox/Guill,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",8 - Jimmy,Les Hwasan développent une addiction aux croissants,15/20,
22/03/2025 19:12:58,Guill,11 - Laupok,? - Mathox,12 - Kao,7 - Guill,6 - Flannou,7 - Guill,? - Humility,8 - Jimmy,? - Mathox,Guill/Humility/Julgane,Humility/Laupok,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",7 - Guill,Kao et ses vannes sur tout (notamment les champignons),19/20,J'ai adoré. Le casting était 🤌
22/03/2025 19:13:48,Guill,? - Mathox,15 - Martin (Ponk),16 - Sundae,7 - Guill,16 - Sundae,11 - Laupok,6 - Flannou,8 - Jimmy,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Guill,Guill/Laupok,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",7 - Guill,Les verts ont tout perdu,19/20,
22/03/2025 19:13:51,Jimmy,? - Mathox,11 - Laupok,13 - Lapin,8 - Jimmy,6 - Flannou,7 - Guill,13 - Lapin,13 - Lapin,8 - Jimmy,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",8 - Jimmy,Lvcyd qui vole tout sur les épreuves,17/20,Salut franchement génial et laupok et ses blagues incroyable 
22/03/2025 19:13:59,Guill,? - Humility,? - Mathox,12 - Kao,11 - Laupok,? - Humility,7 - Guill,? - Mathox,9 - Clem (ThatDanmGirl),? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Guill,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),7 - Guill,Kao et ses vannes sur tout (notamment les champignons),19/20,
22/03/2025 19:13:59,Jimmy,8 - Jimmy,8 - Jimmy,17 - Gomart,8 - Jimmy,8 - Jimmy,8 - Jimmy,8 - Jimmy,8 - Jimmy,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Guill/Jimmy,Lvcyd joue son extra-vote sur Jimmy (F10),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",8 - Jimmy,Les verts ont tout perdu,13/20,
22/03/2025 19:14:01,Mathox,,,12 - Kao,15 - Martin (Ponk),? - Mathox,? - Mathox,5 - Lvcyd,7 - Guill,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Guill,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F8),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Mathox qui construit son Harem,15/20,
22/03/2025 19:14:09,Jimmy,8 - Jimmy,11 - Laupok,17 - Gomart,7 - Guill,? - Julgane,7 - Guill,? - Humility,10 - DemaZelle,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Guill/Laupok,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),8 - Jimmy,Lvcyd qui vole tout sur les épreuves,15/20,
22/03/2025 19:25:56,Laupok,7 - Guill,? - Mathox,18 - Cizayoxy,18 - Cizayoxy,11 - Laupok,6 - Flannou,? - Humility,10 - DemaZelle,? - Mathox,Guill/Jimmy/Humility/Laupok,Flannou/Jimmy,Guill/Laupok,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F8),Laupok fait un gros blindside sur Ponk (F15),7 - Guill,"Laupok : ""JAMAIS MES ALLIES NE ME TRAHIRONT""",20/20,"C'était incroyable, merci à tout le staff d'avoir organiser ça ! J'espère qu'on vera un jour ou l'autre une saison 2. De quoi donner une seconde chance à des joueurs comme Cizayoxy, ou encore ajouter de nouvelles tête au cast. Peut-être que si prochaine saison avec des streamers il y a, ce serait mieux de la pre-record pour éviter le backseat ? En tous cas je me répère c'était vraiment génial, j'ai adoré suivre cet cet event. J'ai fais un meme sur twitter qui, je trouve, résume bien l'evenement  si on l'a suivi du côté de Laupok puis de Guill : https://x.com/FaithowLuosta/status/1903249230141006005 

coeur sur tout le monde <3"
22/03/2025 19:14:53,Guill,? - Anaee,? - Mathox,16 - Sundae,13 - Lapin,11 - Laupok,? - Mathox,? - Anaee,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Mathox/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),? - Julgane,Les Hwasan développent une addiction aux croissants,16/20,Comme dit a la question 1 j'ai suivi surtout l'aventure côté guil donc déso si ca influence les votes mais c'était incroyable merci vivement la saison 2 
22/03/2025 19:14:57,Guill,8 - Jimmy,? - Mathox,16 - Sundae,16 - Sundae,? - Mathox,? - Mathox,? - Anaee,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Jimmy,Lvcyd/Flannou,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),? - Mathox,Mathox qui construit son Harem,18/20,
